日期,價平買權次週每日結算價,價平買權近週每日結算價,價平賣權次週每日結算價,價平賣權近週每日結算價,價平買權近週報酬,價平賣權近週報酬,價平買權近週報酬(金額),價平賣權近週報酬(金額),訊號,策略損益(金額)
2023/5/16,,103,,11,85.5,-97,4275,-4850,-1,-4850
2023/5/17,166,353,73,0.1,250,-10.9,12500,-545,1,-545
2023/5/18,,316,,23.5,147,-52.5,7350,-2625,1,7350
2023/5/19,,361,,13,45,-10.5,2250,-525,1,2250
2023/5/22,,340,,4.5,-21,-8.5,-1050,-425,1,-1050
2023/5/23,,348,,1.9,8,-2.6,400,-130,1,400
2023/5/24,153,299,65,0.3,-49,-1.6,-2450,-80,1,-2450
2023/5/25,,255,,28,99,-40,4950,-2000,1,4950
2023/5/26,,466,,6,211,-22,10550,-1100,1,10550
2023/5/29,,610,,1.6,144,-4.4,7200,-220,1,7200
2023/5/30,,595,,0.9,-15,-0.7,-750,-35,1,-750
2023/5/31,189,540,92,0.1,-55,-0.8,-2750,-40,1,-2750
2023/6/1,,162,,79,-30,-16,-1500,-800,1,-1500
2023/6/2,,330,,13.5,168,-65.5,8400,-3275,1,8400
2023/6/5,,278,,6.6,-52,-6.9,-2600,-345,1,-2600
2023/6/6,,320,,2.3,42,-4.3,2100,-215,1,2100
2023/6/7,152,456,88,0.1,136,-2.2,6800,-110,1,6800
2023/6/8,,58,,161,-97,70,-4850,3500,1,-4850
2023/6/9,,120,,65,62,-96,3100,-4800,1,3100
2023/6/12,,143,,26,23,-39,1150,-1950,1,1150
2023/6/13,,390,,1.8,247,-24.2,12350,-1210,1,12350
2023/6/14,130,393,131,0.3,3,-1.5,150,-75,1,150
2023/6/15,,199,,59,66,-75,3300,-3750,1,3300
2023/6/16,,134,,64,-65,5,-3250,250,1,-3250
2023/6/19,,97,,42,-37,-22,-1850,-1100,1,-1850
2023/6/20,,35.5,,46.5,-61.5,4.5,-3075,225,1,-3075
2023/6/21,223,30,50,0.1,-5.5,-46.4,-275,-2320,-1,-275
2023/6/26,,96,,43,-130,-10,-6500,-500,-1,-500
2023/6/27,,17,,86,-79,43,-3950,2150,-1,2150
2023/6/28,144,0.1,93,69,-16.9,-17,-845,-850,-1,-850
2023/6/29,,133,,84,-14,-12,-700,-600,-1,-600
2023/6/30,,137,,50,4,-34,200,-1700,-1,-1700
2023/7/3,,340,,4.9,203,-45.1,10150,-2255,-1,-2255
2023/7/4,,400,,0.9,60,-4,3000,-200,-1,-200
2023/7/5,126,276,96,0.3,-124,-0.6,-6200,-30,1,-30
2023/7/6,,18,,304,-111,205,-5550,10250,1,-5550
2023/7/7,,8.7,,349,-9.3,45,-465,2250,1,-465
2023/7/10,,1.9,,421,-6.8,72,-340,3600,1,-340
2023/7/11,,14,,117,12.1,-304,605,-15200,1,605
2023/7/12,146,0.1,121,86,-13.9,-31,-695,-1550,1,-695
2023/7/13,,238,,52,89,-72,4450,-3600,1,4450
2023/7/14,,406,,12,168,-40,8400,-2000,1,8400
2023/7/17,,391,,4.2,-15,-7.8,-750,-390,1,-750
2023/7/18,,325,,2.8,-66,-1.4,-3300,-70,1,-3300
2023/7/19,183,203,113,0.2,-122,-2.6,-6100,-130,-1,-6100
2023/7/20,,196,,79,10,-37,500,-1850,-1,-1850
2023/7/21,,75,,133,-121,54,-6050,2700,-1,2700
2023/7/24,,66,,92,-9,-41,-450,-2050,-1,-2050
2023/7/25,,185,,9,119,-83,5950,-4150,-1,-4150
2023/7/26,149,104,118,0.1,-81,-8.9,-4050,-445,-1,-445
2023/7/27,,210,,55,58,-66,2900,-3300,-1,-3300
2023/7/28,,221,,31.5,11,-23.5,550,-1175,-1,-1175
2023/7/31,,94,,68,-127,36.5,-6350,1825,-1,1825
2023/8/1,,116,,21.5,22,-46.5,1100,-2325,-1,-2325
2023/8/2,160,0.1,144,246,-115.9,224.5,-5795,11225,-1,11225
2023/8/4,,132,,100,-31,-47,-1550,-2350,-1,-2350
2023/8/7,,228,,25.5,96,-74.5,4800,-3725,-1,-3725
2023/8/8,,105,,37.5,-123,12,-6150,600,-1,600
2023/8/9,150,71,147,0.3,-34,-37.2,-1700,-1860,-1,-1860
2023/8/10,,60,,253,-93,103,-4650,5150,-1,5150
2023/8/11,,25.5,,252,-34.5,-1,-1725,-50,-1,-50
2023/8/14,,2,,475,-23.5,223,-1175,11150,-1,11150
2023/8/15,,0.7,,430,-1.3,-45,-65,-2250,-1,-2250
2023/8/16,174,0.1,115,486,-0.6,56,-30,2800,-1,2800
2023/8/17,,204,,66,27,-52,1350,-2600,-1,-2600
2023/8/18,,133,,97,-71,31,-3550,1550,-1,1550
2023/8/21,,97,,73,-36,-24,-1800,-1200,-1,-1200
2023/8/22,,109,,26.5,12,-46.5,600,-2325,-1,-2325
2023/8/23,278,206,67,0.1,97,-26.4,4850,-1320,1,-1320
2023/8/24,,433,,12.5,152,-57.5,7600,-2875,1,7600
2023/8/25,,167,,67,-266,54.5,-13300,2725,1,-13300
2023/8/28,,182,,23.5,15,-43.5,750,-2175,1,750
2023/8/29,,291,,1.3,109,-22.2,5450,-1110,1,5450
2023/8/30,133,381,98,0.1,90,-1.2,4500,-60,-1,4500
2023/8/31,,82,,131,-54,30,-2700,1500,-1,1500
